parent,label,date,lon,lat,confirmed,recovered,deaths
China,Guangdong,2020-02-29,113.4244,23.3417,1349,983,7
global,Monaco,2020-02-29,7.4167,43.7333,1,0,0
global,Österreich,2020-02-29,14.5501,47.5162,9,0,0
China,Qinghai,2020-02-29,95.9956,35.7452,18,18,0
global,Schweiz,2020-02-29,8.2275,46.8182,18,0,0
China,Henan,2020-02-29,113.614,33.882,1272,1170,21
USA,"King County, WA",2020-02-29,-122.3321,47.6062,6,1,1
global,Kroatien,2020-02-29,15.2,45.1,6,0,0
global,Katar,2020-02-29,51.1839,25.3548,1,0,0
global,Algerien,2020-02-29,1.6596,28.0339,1,0,0
China,Macau,2020-02-29,113.55,22.1667,10,8,0
China,Zhejiang,2020-02-29,120.0934,29.1832,1205,1016,1
China,Innere Mongolei,2020-02-29,113.9448,44.0935,75,49,0
China,Gansu,2020-02-29,101.0583,37.8099,91,82,2
global,Kuwait,2020-02-29,47.75,29.5,45,0,0
China,Hunan,2020-02-29,111.7088,27.6104,1018,846,4
USA,"San Diego County, CA",2020-02-29,-117.1611,32.7157,2,1,0
China,Yunnan,2020-02-29,101.487,24.974,174,157,2
global,Afghanistan,2020-02-29,65,33,1,0,0
USA,"Orange County, CA",2020-02-29,-117.8531,33.7879,1,0,0
USA,"Cook County, IL",2020-02-29,-87.6976,41.7377,2,2,0
China,Anhui,2020-02-29,117.2264,31.8257,990,868,6
global,Oman,2020-02-29,57,21,6,1,0
global,Irak,2020-02-29,44,33,13,0,0
China,Jiangxi,2020-02-29,115.7221,27.614,935,811,1
global,Libanon,2020-02-29,35.8623,33.8547,4,0,0
China,Tibet,2020-02-29,88.0924,31.6927,1,1,0
China,Hong Kong,2020-02-29,114.2,22.3,95,33,2
global,Ägypten,2020-02-29,30,26,1,1,0
China,Shandong,2020-02-29,118.1498,36.3427,756,421,6
global,Belgien,2020-02-29,4,50.8333,1,1,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-02-29,139.638,35.4437,705,10,6
Australien,South Australia,2020-02-29,138.6007,-34.9285,3,2,0
China,Jiangsu,2020-02-29,119.455,32.9711,631,523,0
global,Spanien,2020-02-29,-4,40,45,2,0
China,Shaanxi,2020-02-29,108.8701,35.1917,245,207,1
global,Schweden,2020-02-29,16,63,12,0,0
China,Chongqing,2020-02-29,107.874,30.0572,576,438,6
global,Italien,2020-02-29,12,43,1128,46,29
global,Indien,2020-02-29,78,21,3,3,0
global,Philippinen,2020-02-29,122,13,3,1,1
USA,"Santa Clara County, CA",2020-02-29,-121.9552,37.3541,3,1,0
China,Liaoning,2020-02-29,122.6085,41.2956,121,96,1
China,Sichuan,2020-02-29,102.7103,30.6171,538,351,3
global,Vereinigte Arabische Emirate,2020-02-29,54,24,21,5,0
China,Heilongjiang,2020-02-29,127.7615,47.862,480,301,13
global,Finnland,2020-02-29,26,64,3,1,0
China,Xinjiang,2020-02-29,85.2401,41.1129,76,62,3
global,Sri Lanka,2020-02-29,81,7,1,1,0
global,Großbritannien,2020-02-29,-3.436,55.3781,23,8,0
global,Kambodscha,2020-02-29,104.9167,11.55,1,1,0
Australien,Queensland,2020-02-29,153.4,-28.0167,9,1,0
global,Dänemark,2020-02-29,9.5018,56.2639,3,0,0
China,Guangxi,2020-02-29,108.7881,23.8298,252,176,2
Australien,Victoria,2020-02-29,144.9631,-37.8136,7,4,0
Australien,New South Wales,2020-02-29,151.2093,-33.8688,4,4,0
China,Peking (Beijing),2020-02-29,116.4142,40.1824,411,271,8
Kanada,British Columbia,2020-02-29,-123.1207,49.2827,8,3,0
global,Malaysia,2020-02-29,112.5,2.5,25,18,0
Deutschland,Baden-Württemberg,2020-02-29,9.147687,48.606091,14,0,0
USA,"Suffolk County, MA",2020-02-29,-71.0589,42.3601,1,1,0
China,Shanghai,2020-02-29,121.4491,31.202,337,287,3
Deutschland,Bayern,2020-02-29,11.658165,48.768814,15,14,0
global,Nepal,2020-02-29,84.25,28.1667,1,1,0
global,Singapur,2020-02-29,103.8333,1.2833,102,72,0
Deutschland,Hessen,2020-02-29,9.217535,50.758489,5,0,0
China,Hebei,2020-02-29,116.1306,39.549,318,282,6
Deutschland,Nordrhein-Westfalen,2020-02-29,7.385313,51.510157,30,0,0
China,Jilin,2020-02-29,126.1923,43.6661,93,75,1
global,Japan,2020-02-29,138,36,241,32,5
Deutschland,Rheinland-Pfalz,2020-02-29,7.269307,50.104033,1,0,0
Deutschland,Schleswig-Holstein,2020-02-29,9.713017,54.1882542,1,0,0
Deutschland,Repatriierte,2020-02-29,null,null,2,2,0
USA,"Maricopa County, AZ",2020-02-29,-112.4291,33.2918,1,1,0
China,Fujian,2020-02-29,117.9874,26.0789,296,243,1
global,Rumänien,2020-03-01,24.9668,45.9432,3,0,0
global,Israel,2020-03-01,35,31,10,1,0
Australien,Western Australia,2020-03-01,115.8605,-31.9505,2,0,1
China,Hubei (Wuhan),2020-03-01,112.2707,30.9756,66907,31536,2761
China,Zhejiang,2020-03-01,120.0934,29.1832,1205,1046,1
USA,"Los Angeles, CA",2020-03-01,-118.2437,34.0522,1,0,0
China,Guangxi,2020-03-01,108.7881,23.8298,252,181,2
global,Irak,2020-03-01,44,33,19,0,0
China,Hainan,2020-03-01,109.7453,19.1959,168,149,5
global,Russland,2020-03-01,90,60,2,2,0
global,Belgien,2020-03-01,4,50.8333,2,1,0
global,Irland,2020-03-01,-7.6921,53.1424,1,0,0
Kanada,Quebec,2020-03-01,-73.5491,52.9399,1,0,0
global,Estland,2020-03-01,25.0136,58.5953,1,0,0
global,Philippinen,2020-03-01,122,13,3,1,1
global,Japan,2020-03-01,138,36,256,32,6
global,Schweden,2020-03-01,16,63,14,0,0
China,Shandong,2020-03-01,118.1498,36.3427,758,443,6
China,Shanxi,2020-03-01,112.2922,37.5777,133,116,0
global,Singapur,2020-03-01,103.8333,1.2833,106,72,0
global,Luxemburg,2020-03-01,6.1296,49.8153,1,0,0
Kanada,Ontario,2020-03-01,-85.3232,51.2538,15,3,0
global,Pakistan,2020-03-01,69.3451,30.3753,4,0,0
global,Frankreich,2020-03-01,2.2137,46.2276,130,12,2
global,Niederlande,2020-03-01,5.2913,52.1326,10,0,0
China,Guizhou,2020-03-01,106.8748,26.8154,146,112,2
global,Norwegen,2020-03-01,8.4689,60.472,19,0,0
USA,"Washington County, OR",2020-03-01,-123.1386,45.547,1,0,0
global,Monaco,2020-03-01,7.4167,43.7333,1,0,0
global,Finnland,2020-03-01,26,64,6,1,0
USA,"Snohomish County, WA",2020-03-01,-121.8339,48.033,2,0,0
global,Algerien,2020-03-01,1.6596,28.0339,1,0,0
Australien,Victoria,2020-03-01,144.9631,-37.8136,7,4,0
China,Fujian,2020-03-01,117.9874,26.0789,296,247,1
USA,"King County, WA",2020-03-01,-122.3321,47.6062,9,1,1
China,Shaanxi,2020-03-01,108.8701,35.1917,245,208,1
global,Oman,2020-03-01,57,21,6,1,0
global,Katar,2020-03-01,51.1839,25.3548,3,0,0
global,San Marino,2020-03-01,12.4578,43.9424,1,0,0
USA,"Providence County, RI",2020-03-01,-71.4774,41.8882,1,0,0
global,Brasilien,2020-03-01,-51.9253,-14.235,2,0,0
China,Innere Mongolei,2020-03-01,113.9448,44.0935,75,52,0
global,Ägypten,2020-03-01,30,26,2,1,0
China,Anhui,2020-03-01,117.2264,31.8257,990,873,6
global,Taiwan,2020-03-01,121,23.7,40,9,1
global,Ecuador,2020-03-01,-78.1834,-1.8312,6,0,0
global,Kambodscha,2020-03-01,104.9167,11.55,1,1,0
China,Gansu,2020-03-01,101.0583,37.8099,91,84,2
USA,"Humboldt County, CA",2020-03-01,-123.8695,40.745,1,0,0
global,Großbritannien,2020-03-01,-3.436,55.3781,36,8,0
global,Nepal,2020-03-01,84.25,28.1667,1,1,0
global,Belarus,2020-03-01,27.9534,53.7098,1,0,0
global,Kroatien,2020-03-01,15.2,45.1,7,0,0
global,Aserbaidschan,2020-03-01,47.5769,40.1431,3,0,0
USA,"Cook County, IL",2020-03-01,-87.6976,41.7377,3,2,0
global,Dänemark,2020-03-01,9.5018,56.2639,4,0,0
global,Indien,2020-03-01,78,21,3,3,0
global,Georgien,2020-03-01,43.3569,42.3154,3,0,0
global,Südkorea,2020-03-01,128,36,3736,30,17
China,Henan,2020-03-01,113.614,33.882,1272,1198,22
China,Tibet,2020-03-01,88.0924,31.6927,1,1,0
global,Armenien,2020-03-01,45.0382,40.0691,1,0,0
global,Spanien,2020-03-01,-4,40,84,2,0
China,Hong Kong,2020-03-01,114.2,22.3,96,36,2
China,Jiangsu,2020-03-01,119.455,32.9711,631,536,0
global,Island,2020-03-01,-19.0208,64.9631,3,0,0
China,Qinghai,2020-03-01,95.9956,35.7452,18,18,0
global,Afghanistan,2020-03-01,65,33,1,0,0
global,Dominikanische Republik,2020-03-01,-70.1627,18.7357,1,0,0
USA,"Sacramento County, CA",2020-03-01,-121.3542,38.4747,2,0,0
Australien,New South Wales,2020-03-01,151.2093,-33.8688,6,4,0
China,Hebei,2020-03-01,116.1306,39.549,318,294,6
global,Griechenland,2020-03-01,21.8243,39.0742,7,0,0
China,Tianjin,2020-03-01,117.323,39.3054,136,111,3
global,Malaysia,2020-03-01,112.5,2.5,29,18,0
USA,"Orange County, CA",2020-03-01,-117.8531,33.7879,1,0,0
global,Litauen,2020-03-01,23.8813,55.1694,1,0,0
global,Schweiz,2020-03-01,8.2275,46.8182,27,0,0
global,Iran,2020-03-01,53,32,978,175,54
global,Vietnam,2020-03-01,108,16,16,16,0
China,Xinjiang,2020-03-01,85.2401,41.1129,76,64,3
China,Liaoning,2020-03-01,122.6085,41.2956,122,103,1
Kanada,British Columbia,2020-03-01,-123.1207,49.2827,8,3,0
global,Vereinigte Arabische Emirate,2020-03-01,54,24,21,5,0
China,Shanghai,2020-03-01,121.4491,31.202,337,290,3
China,Sichuan,2020-03-01,102.7103,30.6171,538,365,3
global,Nordmazedonien,2020-03-01,21.7453,41.6086,1,0,0
global,Mexiko,2020-03-01,-102.5528,23.6345,5,0,0
USA,"San Diego County, CA",2020-03-01,-117.1611,32.7157,2,1,0
global,Sri Lanka,2020-03-01,81,7,1,1,0
USA,"Maricopa County, AZ",2020-03-01,-112.4291,33.2918,1,1,0
global,Libanon,2020-03-01,35.8623,33.8547,10,0,0
China,Jiangxi,2020-03-01,115.7221,27.614,935,831,1
global,Bahrain,2020-03-01,50.55,26.0275,47,0,0
China,Yunnan,2020-03-01,101.487,24.974,174,163,2
China,Hunan,2020-03-01,111.7088,27.6104,1018,866,4
USA,"Santa Clara County, CA",2020-03-01,-121.9552,37.3541,3,1,0
global,Neuseeland,2020-03-01,174.886,-40.9006,1,0,0
USA,"San Benito, CA",2020-03-01,-120.9876,36.5761,2,0,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-01,139.638,35.4437,44,0,0
Australien,South Australia,2020-03-01,138.6007,-34.9285,3,2,0
global,Österreich,2020-03-01,14.5501,47.5162,14,0,0
China,Peking (Beijing),2020-03-01,116.4142,40.1824,413,276,8
Deutschland,Repatriierte,2020-03-01,null,null,2,2,0
China,Guangdong,2020-03-01,113.4244,23.3417,1349,1016,7
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-01,139.638,35.4437,705,10,6
China,Macau,2020-03-01,113.55,22.1667,10,8,0
global,Italien,2020-03-01,12,43,1694,83,34
Deutschland,Schleswig-Holstein,2020-03-01,9.713017,54.1882542,2,0,0
Deutschland,Rheinland-Pfalz,2020-03-01,7.269307,50.104033,2,0,0
global,Nigeria,2020-03-01,8.6753,9.082,1,0,0
Australien,Queensland,2020-03-01,153.4,-28.0167,9,1,0
China,Jilin,2020-03-01,126.1923,43.6661,93,78,1
China,Chongqing,2020-03-01,107.874,30.0572,576,450,6
USA,"Suffolk County, MA",2020-03-01,-71.0589,42.3601,1,1,0
Deutschland,Nordrhein-Westfalen,2020-03-01,7.385313,51.510157,66,0,0
Deutschland,Niedersachsen,2020-03-01,9.944255,52.518203,1,0,0
China,Heilongjiang,2020-03-01,127.7615,47.862,480,342,13
China,Ningxia,2020-03-01,106.1655,37.2692,73,69,0
Deutschland,Baden-Württemberg,2020-03-01,9.147687,48.606091,15,0,0
Deutschland,Bayern,2020-03-01,11.658165,48.768814,19,14,0
global,Tschechien,2020-03-01,15.473,49.8175,3,0,0
Deutschland,Hessen,2020-03-01,9.217535,50.758489,10,0,0
Deutschland,Hamburg,2020-03-01,10.007046,53.576158,1,0,0
Deutschland,Bremen,2020-03-01,8.731851,53.029599,1,0,0
global,Kuwait,2020-03-01,47.75,29.5,45,0,0
global,Thailand,2020-03-01,101,15,42,28,1
global,Georgien,2020-03-02,43.3569,42.3154,3,0,0
global,Thailand,2020-03-02,101,15,43,31,1
China,Jilin,2020-03-02,126.1923,43.6661,93,83,1
global,Saudiarabien,2020-03-02,45,24,1,0,0
global,Marokko,2020-03-02,-7.0926,31.7917,1,0,0
global,Lettland,2020-03-02,24.6032,56.8796,1,0,0
Deutschland,Baden-Württemberg,2020-03-02,9.147687,48.606091,19,0,0
Australien,Tasmania,2020-03-02,145.9707,-41.4545,1,0,0
Deutschland,Bayern,2020-03-02,11.658165,48.768814,25,14,0
Deutschland,Brandenburg,2020-03-02,14.124409,52.073056,1,0,0
global,Andorra,2020-03-02,1.5218,42.5063,1,0,0
USA,"Maricopa County, AZ",2020-03-02,-112.4291,33.2918,1,1,0
Deutschland,Bremen,2020-03-02,8.731851,53.029599,1,0,0
Deutschland,Hamburg,2020-03-02,10.007046,53.576158,1,0,0
China,Liaoning,2020-03-02,122.6085,41.2956,122,103,1
global,Portugal,2020-03-02,-8.2245,39.3999,2,0,0
Deutschland,Hessen,2020-03-02,9.217535,50.758489,12,0,0
Deutschland,Niedersachsen,2020-03-02,9.944255,52.518203,1,0,0
China,Xinjiang,2020-03-02,85.2401,41.1129,76,66,3
global,Indonesien,2020-03-02,113.9213,-0.7893,2,0,0
Deutschland,Nordrhein-Westfalen,2020-03-02,7.385313,51.510157,86,0,0
Deutschland,Rheinland-Pfalz,2020-03-02,7.269307,50.104033,2,0,0
global,Dominikanische Republik,2020-03-02,-70.1627,18.7357,1,0,0
Deutschland,Schleswig-Holstein,2020-03-02,9.713017,54.1882542,2,0,0
Deutschland,Repatriierte,2020-03-02,null,null,2,2,0
China,Hong Kong,2020-03-02,114.2,22.3,100,36,2
global,Armenien,2020-03-02,45.0382,40.0691,1,0,0
USA,"Cook County, IL",2020-03-02,-87.6976,41.7377,4,2,0
global,Aserbaidschan,2020-03-02,47.5769,40.1431,3,0,0
China,Gansu,2020-03-02,101.0583,37.8099,91,85,2
global,Ecuador,2020-03-02,-78.1834,-1.8312,6,0,0
global,Katar,2020-03-02,51.1839,25.3548,3,0,0
USA,"King County, WA",2020-03-02,-122.3321,47.6062,14,1,5
China,Innere Mongolei,2020-03-02,113.9448,44.0935,75,54,0
global,Monaco,2020-03-02,7.4167,43.7333,1,0,0
global,Luxemburg,2020-03-02,6.1296,49.8153,1,0,0
Kanada,Ontario,2020-03-02,-85.3232,51.2538,18,3,0
China,Shanxi,2020-03-02,112.2922,37.5777,133,119,0
global,Irland,2020-03-02,-7.6921,53.1424,1,0,0
Kanada,Quebec,2020-03-02,-73.5491,52.9399,1,0,0
USA,"Los Angeles, CA",2020-03-02,-118.2437,34.0522,1,0,0
Australien,Western Australia,2020-03-02,115.8605,-31.9505,2,0,1
global,Nigeria,2020-03-02,8.6753,9.082,1,0,0
China,Ningxia,2020-03-02,106.1655,37.2692,74,69,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-02,139.638,35.4437,45,0,0
USA,"San Benito, CA",2020-03-02,-120.9876,36.5761,2,0,0
global,Neuseeland,2020-03-02,174.886,-40.9006,1,0,0
China,Tianjin,2020-03-02,117.323,39.3054,136,111,3
USA,"San Diego County, CA",2020-03-02,-117.1611,32.7157,2,1,0
global,Mexiko,2020-03-02,-102.5528,23.6345,5,0,0
global,Litauen,2020-03-02,23.8813,55.1694,1,0,0
USA,"Sacramento County, CA",2020-03-02,-121.3542,38.4747,2,0,0
global,Island,2020-03-02,-19.0208,64.9631,6,0,0
global,Belarus,2020-03-02,27.9534,53.7098,1,0,0
USA,"Humboldt County, CA",2020-03-02,-123.8695,40.745,1,0,0
global,Taiwan,2020-03-02,121,23.7,41,12,1
global,San Marino,2020-03-02,12.4578,43.9424,8,0,0
USA,"Snohomish County, WA",2020-03-02,-121.8339,48.033,4,0,1
USA,"Washington County, OR",2020-03-02,-123.1386,45.547,2,0,0
China,Guizhou,2020-03-02,106.8748,26.8154,146,114,2
global,Niederlande,2020-03-02,5.2913,52.1326,18,0,0
global,Estland,2020-03-02,25.0136,58.5953,1,0,0
China,Hubei (Wuhan),2020-03-02,112.2707,30.9756,67103,33934,2803
global,Rumänien,2020-03-02,24.9668,45.9432,3,0,0
USA,"Umatilla, OR",2020-03-02,-118.7606,45.775,1,0,0
global,Norwegen,2020-03-02,8.4689,60.472,25,0,0
global,Nordmazedonien,2020-03-02,21.7453,41.6086,1,0,0
global,Vietnam,2020-03-02,108,16,16,16,0
global,Iran,2020-03-02,53,32,1501,291,66
global,Griechenland,2020-03-02,21.8243,39.0742,7,0,0
global,Senegal,2020-03-02,-14.4524,14.4974,1,0,0
global,Tschechien,2020-03-02,15.473,49.8175,3,0,0
global,Südkorea,2020-03-02,128,36,4335,30,28
China,Hainan,2020-03-02,109.7453,19.1959,168,151,5
global,Brasilien,2020-03-02,-51.9253,-14.235,2,0,0
global,Pakistan,2020-03-02,69.3451,30.3753,4,0,0
global,Frankreich,2020-03-02,2.2137,46.2276,191,12,3
global,Russland,2020-03-02,90,60,3,2,0
global,Israel,2020-03-02,35,31,10,1,0
China,Guangdong,2020-03-02,113.4244,23.3417,1350,1059,7
global,Österreich,2020-03-02,14.5501,47.5162,18,0,0
USA,"Sonoma County, CA",2020-03-02,-122.9888,38.578,1,0,0
global,Schweiz,2020-03-02,8.2275,46.8182,42,0,0
China,Qinghai,2020-03-02,95.9956,35.7452,18,18,0
China,Henan,2020-03-02,113.614,33.882,1272,1205,22
global,Kroatien,2020-03-02,15.2,45.1,7,0,0
global,Algerien,2020-03-02,1.6596,28.0339,3,0,0
China,Zhejiang,2020-03-02,120.0934,29.1832,1206,1069,1
China,Yunnan,2020-03-02,101.487,24.974,174,168,2
global,Kuwait,2020-03-02,47.75,29.5,56,0,0
China,Macau,2020-03-02,113.55,22.1667,10,8,0
China,Hunan,2020-03-02,111.7088,27.6104,1018,887,4
global,Bahrain,2020-03-02,50.55,26.0275,49,0,0
USA,"Orange County, CA",2020-03-02,-117.8531,33.7879,1,0,0
global,Afghanistan,2020-03-02,65,33,1,0,0
China,Anhui,2020-03-02,117.2264,31.8257,990,917,6
global,Oman,2020-03-02,57,21,6,1,0
USA,"San Mateo, CA",2020-03-02,-122.3255,37.563,1,0,0
global,Irak,2020-03-02,44,33,26,0,0
global,Libanon,2020-03-02,35.8623,33.8547,13,0,0
China,Jiangxi,2020-03-02,115.7221,27.614,935,850,1
China,Tibet,2020-03-02,88.0924,31.6927,1,1,0
global,Ägypten,2020-03-02,30,26,2,1,0
China,Shandong,2020-03-02,118.1498,36.3427,758,460,6
global,Belgien,2020-03-02,4,50.8333,8,1,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-02,139.638,35.4437,705,10,6
China,Shaanxi,2020-03-02,108.8701,35.1917,245,216,1
Australien,South Australia,2020-03-02,138.6007,-34.9285,3,2,0
global,Spanien,2020-03-02,-4,40,120,2,0
China,Jiangsu,2020-03-02,119.455,32.9711,631,543,0
USA,"Providence County, RI",2020-03-02,-71.4774,41.8882,2,0,0
USA,"Placer County, CA",2020-03-02,-120.8039,39.0916,1,0,0
global,Schweden,2020-03-02,16,63,15,0,0
China,Chongqing,2020-03-02,107.874,30.0572,576,469,6
global,Italien,2020-03-02,12,43,2036,149,52
global,Indien,2020-03-02,78,21,5,3,0
global,Philippinen,2020-03-02,122,13,3,1,1
China,Sichuan,2020-03-02,102.7103,30.6171,538,386,3
global,Vereinigte Arabische Emirate,2020-03-02,54,24,21,5,0
USA,"Santa Clara County, CA",2020-03-02,-121.9552,37.3541,9,1,0
global,Finnland,2020-03-02,26,64,6,1,0
China,Heilongjiang,2020-03-02,127.7615,47.862,480,356,13
global,Sri Lanka,2020-03-02,81,7,1,1,0
global,Kambodscha,2020-03-02,104.9167,11.55,1,1,0
global,Großbritannien,2020-03-02,-3.436,55.3781,40,8,0
China,Guangxi,2020-03-02,108.7881,23.8298,252,192,2
USA,"Hillsborough, FL",2020-03-02,-82.3018,27.9904,1,0,0
Australien,Queensland,2020-03-02,153.4,-28.0167,9,1,0
USA,"New York County, NY",2020-03-02,-74.006,40.7128,1,0,0
global,Dänemark,2020-03-02,9.5018,56.2639,4,0,0
Australien,Victoria,2020-03-02,144.9631,-37.8136,9,4,0
Australien,New South Wales,2020-03-02,151.2093,-33.8688,6,4,0
China,Peking (Beijing),2020-03-02,116.4142,40.1824,414,282,8
Kanada,British Columbia,2020-03-02,-123.1207,49.2827,8,3,0
global,Malaysia,2020-03-02,112.5,2.5,29,18,0
global,Nepal,2020-03-02,84.25,28.1667,1,1,0
USA,"Suffolk County, MA",2020-03-02,-71.0589,42.3601,1,1,0
China,Shanghai,2020-03-02,121.4491,31.202,337,292,3
global,Singapur,2020-03-02,103.8333,1.2833,108,78,0
China,Hebei,2020-03-02,116.1306,39.549,318,296,6
China,Fujian,2020-03-02,117.9874,26.0789,296,255,1
USA,"Grafton County, NH",2020-03-02,-71.826,43.9088,1,0,0
global,Japan,2020-03-02,138,36,274,32,6
Deutschland,Niedersachsen,2020-03-03,9.944255,52.518203,1,0,0
global,Indonesien,2020-03-03,113.9213,-0.7893,2,0,0
China,Innere Mongolei,2020-03-03,113.9448,44.0935,75,59,1
global,Iran,2020-03-03,53,32,2336,291,77
global,Senegal,2020-03-03,-14.4524,14.4974,2,0,0
global,Monaco,2020-03-03,7.4167,43.7333,1,0,0
global,Argentinien,2020-03-03,-63.6167,-38.4161,1,0,0
global,Georgien,2020-03-03,43.3569,42.3154,3,0,0
Deutschland,Nordrhein-Westfalen,2020-03-03,7.385313,51.510157,101,0,0
Deutschland,Rheinland-Pfalz,2020-03-03,7.269307,50.104033,2,0,0
global,Südkorea,2020-03-03,128,36,5186,30,28
China,Hainan,2020-03-03,109.7453,19.1959,168,155,5
global,Luxemburg,2020-03-03,6.1296,49.8153,1,0,0
global,Brasilien,2020-03-03,-51.9253,-14.235,2,0,0
global,Tschechien,2020-03-03,15.473,49.8175,5,0,0
global,Pakistan,2020-03-03,69.3451,30.3753,5,0,0
global,Andorra,2020-03-03,1.5218,42.5063,1,0,0
Kanada,Ontario,2020-03-03,-85.3232,51.2538,20,3,0
global,Frankreich,2020-03-03,2.2137,46.2276,204,12,4
China,Shanxi,2020-03-03,112.2922,37.5777,133,124,0
USA,"Sonoma County, CA",2020-03-03,-122.9888,38.578,1,0,0
global,Israel,2020-03-03,35,31,12,1,0
China,Xinjiang,2020-03-03,85.2401,41.1129,76,68,3
global,Russland,2020-03-03,90,60,3,2,0
global,Österreich,2020-03-03,14.5501,47.5162,21,0,0
Deutschland,Sachsen,2020-03-03,13.349228,51.022904,1,0,0
China,Guangdong,2020-03-03,113.4244,23.3417,1350,1101,7
Deutschland,Schleswig-Holstein,2020-03-03,9.713017,54.1882542,2,0,0
global,Irland,2020-03-03,-7.6921,53.1424,2,0,0
global,Schweiz,2020-03-03,8.2275,46.8182,56,2,0
global,Dominikanische Republik,2020-03-03,-70.1627,18.7357,1,0,0
global,Jordanien,2020-03-03,36.51,31.24,1,0,0
China,Qinghai,2020-03-03,95.9956,35.7452,18,18,0
Kanada,Quebec,2020-03-03,-73.5491,52.9399,1,0,0
China,Henan,2020-03-03,113.614,33.882,1272,1231,22
global,Kroatien,2020-03-03,15.2,45.1,9,0,0
Deutschland,Thüringen,2020-03-03,11.004142,50.894378,1,0,0
global,Algerien,2020-03-03,1.6596,28.0339,5,0,0
Deutschland,Repatriierte,2020-03-03,null,null,2,2,0
global,Kuwait,2020-03-03,47.75,29.5,56,0,0
USA,"Los Angeles, CA",2020-03-03,-118.2437,34.0522,1,0,0
China,Zhejiang,2020-03-03,120.0934,29.1832,1213,1093,1
China,Yunnan,2020-03-03,101.487,24.974,174,169,2
USA,"Maricopa County, AZ",2020-03-03,-112.4291,33.2918,1,1,0
Australien,Western Australia,2020-03-03,115.8605,-31.9505,2,0,1
global,Marokko,2020-03-03,-7.0926,31.7917,1,0,0
China,Macau,2020-03-03,113.55,22.1667,10,9,0
global,Bahrain,2020-03-03,50.55,26.0275,49,0,0
global,Nigeria,2020-03-03,8.6753,9.082,1,0,0
China,Hunan,2020-03-03,111.7088,27.6104,1018,906,4
global,Saudiarabien,2020-03-03,45,24,1,0,0
USA,"Orange County, CA",2020-03-03,-117.8531,33.7879,1,0,0
USA,"San Mateo, CA",2020-03-03,-122.3255,37.563,2,0,0
China,Hong Kong,2020-03-03,114.2,22.3,100,37,2
global,Afghanistan,2020-03-03,65,33,1,0,0
China,Ningxia,2020-03-03,106.1655,37.2692,74,69,0
global,Neuseeland,2020-03-03,174.886,-40.9006,1,0,0
China,Anhui,2020-03-03,117.2264,31.8257,990,936,6
global,Oman,2020-03-03,57,21,12,2,0
global,Ukraine,2020-03-03,31.1656,48.3794,1,0,0
USA,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-03,139.638,35.4437,45,0,0
global,Irak,2020-03-03,44,33,32,0,0
USA,"Wake County, NC",2020-03-03,-78.5661,35.8032,1,0,0
global,Libanon,2020-03-03,35.8623,33.8547,13,0,0
USA,"San Benito, CA",2020-03-03,-120.9876,36.5761,2,0,0
global,Armenien,2020-03-03,45.0382,40.0691,1,0,0
China,Jiangxi,2020-03-03,115.7221,27.614,935,870,1
global,Portugal,2020-03-03,-8.2245,39.3999,2,0,0
China,Tibet,2020-03-03,88.0924,31.6927,1,1,0
USA,"Westchester County, NY",2020-03-03,-73.7949,41.122,1,0,0
global,Ägypten,2020-03-03,30,26,2,1,0
global,Mexiko,2020-03-03,-102.5528,23.6345,5,1,0
China,Tianjin,2020-03-03,117.323,39.3054,136,124,3
China,Shandong,2020-03-03,118.1498,36.3427,758,511,6
global,Belgien,2020-03-03,4,50.8333,13,1,0
Deutschland,Baden-Württemberg,2020-03-03,9.147687,48.606091,26,0,0
Australien,South Australia,2020-03-03,138.6007,-34.9285,3,2,0
USA,"San Diego County, CA",2020-03-03,-117.1611,32.7157,2,1,0
Kreuzfahrtschiffe und Sonstige,"Kreuzfahrtschiff ""Diamond Princess""",2020-03-03,139.638,35.4437,706,10,6
China,Shaanxi,2020-03-03,108.8701,35.1917,245,216,1
Deutschland,Bayern,2020-03-03,11.658165,48.768814,35,14,0
USA,"Placer County, CA",2020-03-03,-120.8039,39.0916,1,0,0
global,Aserbaidschan,2020-03-03,47.5769,40.1431,3,0,0
USA,"Alameda County, CA",2020-03-03,-121.7195,37.6017,1,0,0
global,Spanien,2020-03-03,-4,40,165,2,1
global,Litauen,2020-03-03,23.8813,55.1694,1,0,0
USA,"Cook County, IL",2020-03-03,-87.6976,41.7377,4,2,0
China,Jiangsu,2020-03-03,119.455,32.9711,631,562,0
USA,"Sacramento County, CA",2020-03-03,-121.3542,38.4747,2,0,0
USA,"Providence County, RI",2020-03-03,-71.4774,41.8882,2,0,0
China,Liaoning,2020-03-03,122.6085,41.2956,125,106,1
global,Schweden,2020-03-03,16,63,21,0,0
global,Island,2020-03-03,-19.0208,64.9631,11,0,0
global,Italien,2020-03-03,12,43,2502,160,79
global,Lettland,2020-03-03,24.6032,56.8796,1,0,0
